text,label
Stora Enso owns percent of Bergvik and earns therefore SEK bn on value appreciation,1
StoneGate UTM solution offers protection against inbound and outbound attacks,1
number of salaried employees and group administration employees to dismissed from Sievi units,0
Demand for fireplace products lower than expected especially in Germany,0
Britains power supplies enough to meet winter demand National Grid,1
total headcount reduction will persons company said,0
Australian mining slowdown hits Aggreko,0
four ways to improve your linkedin profile that beat hiding behind buzzwords,0
mixed corporate earnings to set tone at bursa klci to defend 1850level,1
In third quarter of net sales increased by to EUR mn and operating profit by to EUR mn,1
hong kong scraps 24hour bbc world service radio channel despite criticism,0
Sales of midstrength beer decreased by,0
In Finland insurance company Pohjola and Finnish motorcyclist association signed agreement with aim of improving motorcyclists traffic safety,1
According to CEO of Nordea Bank Estonia Vahur Kraft Nordea Finland and Stockmann cooperating for more than ten years,1
opec chief says so far so good on deal to cut production,0
tan lian hong ceases to substantial shareholder of metronic global,1
awc s 1q net profit up by more than four times on higher revenue,1
Glencore fight back over debt fears lifts shares,1
Marimekko Group s fullyear net sales estimated to increase by about,1
sabah pan borneo highway made official with govt and pdp signing agreement,1
budget cut allocation for new hospitals by mp,0
airline s share price closed down slightly at x20ac 15US in Helsinki,0
gamuda land s madge mansions wins at malaysia property award,1
OMX Nordic OMXN40 index comprising most traded Nordic stocks on Nasdaq OMX exchange closed up at points on Wednesday,1
knm s 3q net profit slumps on higher tax expenses,0
Philippines San Miguel says to partner with Kirin if it bids for SABMillers,1
However total orders received will still above last year s levels,1
spotlight on fall in loan loss coverage at maybank ammb and affin,0
Both operating profit and net sales for 12month period increased respectively from EUR20 m and EUR177 m as compared to financial year,1
press metal sets 10year quarterly profit record pays sen dividend,1
convert your loose change into ezlink credits with this new cashless solution,0
Shell challenges Exxon dominance with billionpound bid for BG,1
Diluted earnings per share EPS fell to EUR from EUR,0
By implementing software Finnish Army aims to unify and improve its operations in these application areas QPR Software stated,1
klci closes lower for 2nd consecutive day in line with regional peers,0
dr mahathir to witness signing of mous during china visit,1
AstraZeneca digs into precision medicine with lung heart deals,1
klci rises in line with regional gains public bank lifts,1
rhb bank 3q net profit slips to rm48883m on higher impairment expenses,0
Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient said CEO Ilkka Sihvo Basware Corporation,1
company said that its investments in new market areas resulted in sales increase in Sweden Poland Russia and Lithuania,1
hong kong housing prices hit new high but could higher says jll,1
malaysia fights to rein in blaze at tipco oil storage facility media,1
Bosse added that Trygvesta does not financial strength to acquire entire unit,0
Standard Life hit by unprecedented number of calls on pension freedoms,0
fitch foresees malaysia s fiscal economic outlook to remain under pressure from weaker commodity prices,1
We can choose most efficient best overall value option for our customers already at bidding stage,1
Ruukki forecast annual sales growth and positive pretax result for,1
company also said on November its Real Estate Fund I Ky signed agreement with Finnish window maker Fenestra Oy to build window plant in Forssa southern Finland,1
Ocwen Reaches Settlement With California Regulator,1
KAUKOTELKO LTD PRESS RELEASE AT Telko Group KaukoTelko expanding its strategic partnership with BP Industrial Lubricants Services BP ILS by acquiring total ownership of BP s Swedish retail company MolubAlloy AB,1
guan eng says claims sst will burden people more illogical when it collects rm23b less than gst,0
protectionist us policy poses challenge for malaysia s economic growth uob,1
Weir leads FTSE lower after oil price profits warning,0
individual promotion also generated slightly higherthanexpected revenues,1
nomura malaysia among clearcut winners of rising oil prices,1
Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to mln euro mln in first nine months of from mln euro mln in same period of,1
BP slashes capital spending by,0
Filippova trilateral agreement on investment in construction of technology park in St Petersburg to signed in course of forum Days of Russian Economy that opened in Helsinki today,1
FTSE led lower by MS GlaxoSmithKline,0
fintech investment in asia drops dramatically in first quarter,0
auditors issue disclaimer qualified opinion on lion diversified lion corp s fy15 accounts,1
Beach holiday demand helps lift clouds for easyJet,1
ocbc and great eastern confirm reviewing options with united engineers stake,1
AB InBev looks to win over SABMiller investors,1
forex gains give united malacca earnings boost pays sen dividend,1
ta global 1q net profit almost triples on property disposal compulsory acquisition,1
lafarge s rm270m cement contract for ecrl suspended due to project s review,0
Operating profit for 12month period decreased from EUR2 m while turnover increased from EUR24 m as compared to financial year,0
philippine cbank governor says tax reforms won t require policy response,1
hibiscus share price jumps on completion of asset acquisition in north sea,1
govt to intervene if ron95 diesel prices breach rm250 for three months,0
vague statements could dent investor confidence in malaysia warns msiachina chamber,1
Finnish investment group Panostaja Oyj said its net profit went up to mln euro mln in fiscal ended October from mln euro mln in same period of fiscal,1
Barclays backs new iPhone and Android app that lets users send each other money using bitcoin network,1
